study_hours,attendance,assignment_completion,midterm_score,final_score,project_score,backlogs,sleep_hours,stress,anxiety,depression,motivation,concentration,time_management,self_discipline,social_media_hours,gaming_hours,netflix_hours,screen_time,physical_activity,junk_food_frequency,caffeine_mg,late_night_frequency,procrastination_score,family_income,parental_education_level,internet_quality,library_visits,online_courses_completed,part_time_hours,peer_study_group,relationship_status,hostel_student,extracurricular_hours,phone_unlocks_per_day,previous_gpa,class_participation,weekly_study_sessions,group_study_hours,financial_stress,gpa,performance_level
7.7196093,96.96476,90.200294,82.847,92.4164,89.32386,0,7.5345535,5.173094,68.250946,63.25095,6.7383213,6.306403,7.3466864,7.3466864,0.0,0.0,0.0,0.0,6.7991447,0.20085528,117.7566,0.0,1.0,21897.422,3,5.9679117,3.523133,3,0.67772216,1,0,0,2.823553,10.0,8.284699,7.869819,4.5231333,4.5231333,5.2488184,1.3121858,Low
1.2315266,58.835613,56.067875,42.719482,44.26338,51.871517,5,5.6015854,7.09666,78.328514,73.328514,4.126908,2.9593976,5.071192,5.071192,3.9955332,2.663689,2.663689,9.322911,3.336311,3.663689,240.87727,2.663689,6.5924973,27385.074,2,4.819671,0.84796536,0,6.8157234,0,1,1,3.2232263,73.27378,4.271948,2.919157,1.8479654,0.84796536,7.068897,0.004914807,Low
7.426535,94.50352,84.22503,82.14275,91.571304,88.66657,0,6.01627,5.936908,70.563416,65.563416,6.2628884,6.1052895,6.948335,6.948335,3.217384,2.1449227,2.1449227,7.5072293,3.8550773,3.1449227,213.71675,2.1449227,4.196587,15322.164,3,5.019915,3.4761837,3,3.668739,1,0,0,2.4721518,62.898453,8.214275,7.424519,4.476184,4.476184,6.3509793,0.7866069,Low
3.0805836,68.63941,59.418953,55.749638,59.899567,64.033,3,6.066432,3.9958925,56.118668,51.118668,5.0906415,5.3087316,5.2945967,5.2945967,3.9335845,2.6223898,2.6223898,9.178364,3.3776102,3.6223898,208.63062,2.6223898,6.327793,18837.715,3,5.3681607,1.7166425,0,5.905747,0,1,0,2.5779543,72.44779,5.574964,4.0112395,2.7166426,1.7166425,5.0397506,0.6575564,Low
0.3287001,53.85324,53.258434,36.650642,36.98077,46.207264,5,5.5841265,1.0,31.33273,26.33273,5.5061383,5.687861,4.883896,4.883896,6.867657,4.5784383,4.5784383,16.024532,1.421562,5.5784383,237.35315,4.5784383,8.694542,54831.926,4,6.2902927,0.44337612,0,9.135062,0,1,0,3.4405196,111.56876,3.665064,2.327272,1.4433761,0.44337612,2.4652224,0.6217311,Low
0.0,49.972908,47.05182,33.933453,33.720142,43.671223,6,6.4800687,1.0,32.13962,27.139624,5.0654674,5.452922,4.4701214,4.4701214,4.131417,2.754278,2.754278,9.639973,3.245722,3.754278,182.62834,2.754278,7.2841563,24607.838,3,5.295255,0.2622302,0,7.492048,0,1,0,3.207891,75.085556,3.3933454,1.7323514,1.2622302,0.2622302,3.514053,0.5012151,Low
3.252737,67.96352,50.19898,59.345783,64.21494,67.3894,4,6.4521923,3.6052268,54.056633,49.056633,4.5447106,5.685943,4.679932,4.679932,2.900025,1.9333498,1.9333498,6.7667246,4.06665,2.9333498,184.05276,1.9333498,6.253418,11368.505,3,5.799221,1.9563856,0,4.9769645,0,0,0,1.7235464,58.666996,5.9345784,3.6363175,2.9563856,1.9563856,4.471221,0.66360044,Low
9.9572315,100.0,79.93217,100.0,100.0,100.0,0,6.3951216,4.650637,61.768803,56.768803,6.2698507,8.028493,6.662144,6.662144,2.6085076,1.7390051,1.7390051,6.086518,4.260995,2.739005,188.67653,1.7390051,4.076861,53392.523,4,6.30692,4.8130794,4,1.9259256,1,0,0,0.8490647,54.7801,10.0,8.475224,5.8130794,5.8130794,4.4776664,1.3986919,Low
7.8094068,99.821495,100.0,79.90885,88.890625,86.5816,0,6.4988537,4.854155,63.528584,58.528584,7.858833,6.425351,8.309786,8.309786,2.1917233,1.4611489,1.4611489,5.1140213,4.5388513,2.461149,182.37602,1.4611489,2.1513634,13900.029,3,5.108374,3.327257,4,3.133892,1,0,0,3.9825284,49.222977,7.9908853,8.637042,4.327257,4.327257,5.7935314,1.1495831,Low
6.773942,91.0352,82.99293,77.556335,86.067604,84.38591,0,6.284757,6.577644,75.97303,70.97303,6.0004272,5.4388866,6.866195,6.866195,2.087347,1.3915647,1.3915647,4.8704767,4.608435,2.3915648,197.52338,1.3915647,3.5253696,16733.645,3,5.3270855,3.1704223,3,3.2211425,1,0,0,2.6957726,47.831295,7.7556334,7.0366173,4.1704226,4.1704226,6.40445,0.83474636,Low
7.7459793,95.29831,79.410484,85.742226,95.89067,92.02608,0,7.0083113,2.2723215,45.31111,40.31111,6.783662,8.028741,6.6273656,6.6273656,1.7563999,1.1709332,1.1709332,4.098266,4.8290668,2.1709332,147.85121,1.1709332,3.5435677,23948.238,4,6.6925597,3.7161481,3,2.454785,1,0,0,1.9112172,43.418663,8.574223,7.3435135,4.7161484,4.7161484,2.9948478,1.5090368,Low
0.77989805,53.29686,36.384205,44.253185,46.10382,53.30297,6,6.4821243,1.8971795,41.313625,36.313625,4.048493,5.529304,3.7589471,3.7589471,3.57481,2.3832066,2.3832066,8.341223,3.6167934,3.3832066,180.46799,2.3832066,7.6242595,23674.236,2,4.2373033,0.95021224,0,6.4329944,0,0,1,1.8087349,67.66413,4.4253182,1.7091594,1.9502122,0.95021224,5.183605,0.42506307,Low
6.972323,97.041534,100.0,71.52254,78.82705,78.75437,0,6.70561,4.388767,60.503372,55.503372,8.521855,6.0679445,8.871968,8.871968,1.7529685,1.1686457,1.1686457,4.09026,4.831354,2.1686456,168.94704,1.1686457,1.2966776,17487.525,2,4.7007675,2.7681694,4,3.4004762,1,0,1,5.103799,43.372913,7.152254,8.640138,3.7681694,3.7681694,5.9994574,1.289147,Low
1.7042472,60.91185,54.343693,46.69593,49.03512,55.582867,4,6.683214,3.6981244,55.273167,50.273167,4.780474,4.7615175,4.9562464,4.9562464,2.1339676,1.422645,1.422645,4.9792576,4.577355,2.422645,169.6606,1.422645,5.4663987,17638.8,3,5.662047,1.113062,0,5.309583,0,0,0,2.8431842,48.4529,4.669593,3.0693083,2.1130621,1.113062,4.6894975,0.45282713,Low
1.0097095,56.657906,49.65614,42.658787,44.190544,51.81487,5,5.907148,5.0981674,64.02734,59.02734,4.1761646,3.9087632,4.6437426,4.6437426,3.9369152,2.6246102,2.6246102,9.186135,3.3753898,3.6246102,219.71999,2.6246102,6.9808674,7429.668,2,4.7812634,0.8439191,0,6.780691,0,1,1,2.7998235,72.4922,4.2658787,2.4876616,1.8439192,0.8439191,6.153893,0.22603521,Low
5.0085497,79.17652,64.802635,68.863464,75.636154,76.27257,2,6.405097,1.0,21.428984,16.428984,6.605876,8.495632,5.6535087,5.6535087,4.9989705,3.3326468,3.3326468,11.664264,2.6673532,4.332647,199.9794,3.3326468,6.679138,11301.493,1,3.5534623,2.5908976,1,5.7417493,1,1,1,2.062611,86.65294,6.8863463,5.244406,3.5908976,3.5908976,4.5418034,0.9742358,Low
8.549529,100.0,100.0,83.380295,93.05635,89.82161,0,6.566766,8.030833,87.50647,82.50647,7.614098,5.0582547,8.864314,8.864314,0.549314,0.36620936,0.36620936,1.2817327,5.6337905,1.3662094,181.29462,0.36620936,1.0,25877.299,3,5.3617163,3.5586863,5,1.8075231,1,0,0,4.305628,27.324186,8.338029,9.423,4.5586863,4.5586863,7.1387153,1.0121524,Low
2.3030088,66.11435,67.595825,47.87361,50.448334,56.682037,3,6.134632,1.0,30.684818,25.684818,6.483561,6.479253,5.8397217,5.8397217,5.255015,3.5033433,3.5033433,12.261702,2.4966567,4.503343,205.1003,3.5033433,6.6636214,31417.023,2,4.831465,1.191574,0,7.3117695,0,1,1,3.6481476,90.066864,4.787361,4.031296,2.191574,1.191574,3.8808565,0.7439252,Low
0.7294013,57.72132,64.44588,36.85904,37.230846,46.40177,4,6.7526174,2.3542352,45.35015,40.35015,5.7847204,4.767259,5.6297255,5.6297255,2.521139,1.6807593,1.6807593,5.8826575,4.3192406,2.6807592,163.96513,1.6807593,5.051034,19304.512,2,4.442468,0.4572693,0,6.2234898,0,0,1,4.1724563,53.615185,3.685904,3.0869946,1.4572693,0.4572693,5.247542,0.6166449,Low
5.067631,82.373634,82.212875,64.95401,70.94481,72.62374,1,6.4490275,3.8608537,55.966717,50.966717,6.615301,5.9324865,6.814192,6.814192,2.7949138,1.8632759,1.8632759,6.5214653,4.136724,2.8632758,184.5068,1.8632759,4.0490837,59234.93,3,5.358245,2.3302674,2,4.5330086,1,0,0,3.4839246,57.26552,6.495401,6.1444592,3.3302674,3.3302674,5.0395365,0.88314646,Low
2.2101746,64.629,61.468746,48.70912,51.450947,57.46185,4,6.733801,3.936414,57.174156,52.174156,5.192111,4.7689977,5.4312496,5.4312496,1.8681479,1.2454319,1.2454319,4.3590117,4.754568,2.245432,166.7271,1.2454319,4.8141823,26952.07,3,5.0766716,1.2472749,0,4.998157,0,0,0,3.183975,44.908638,4.870912,3.6785247,2.2472749,1.2472749,5.4016056,0.68488294,Low
9.8765745,100.0,100.0,93.212135,100.0,98.99799,0,7.7767286,4.960316,67.20001,62.200012,8.323246,7.067475,8.89658,8.89658,0.0,0.0,0.0,0.0,7.241458,0.0,102.35943,0.0,1.0,92141.695,4,6.103738,4.2141423,6,0.0,1,0,0,3.682438,10.0,9.321213,10.0,5.2141423,5.2141423,5.0429296,1.7287358,Low
5.2960477,83.85292,84.23608,66.16134,72.3936,73.75058,1,6.1227536,4.4078217,59.33486,54.33486,6.63791,5.7884316,6.949072,6.949072,3.571647,2.3810978,2.3810978,8.333842,3.6189022,3.3810978,205.51115,2.3810978,4.432026,48630.793,2,4.8625436,2.4107556,2,4.970342,1,0,1,3.5383162,67.621956,6.6161337,6.3598275,3.4107556,3.4107556,5.7597804,0.7888542,Low
1.1839168,63.278217,84.1518,35.341427,35.40971,44.98533,3,6.078852,1.0,14.069187,9.069187,8.141148,6.7514825,6.9434533,6.9434533,6.4192924,4.279528,4.279528,14.978349,1.7204719,5.279528,228.38585,4.279528,6.336075,16925.555,2,4.4646916,0.356095,0,8.923433,0,1,1,5.5873585,105.59056,3.5341425,4.2995486,1.356095,0.356095,3.1399207,0.63697416,Low
4.4179387,77.32086,71.387024,62.787785,68.34534,70.60193,2,5.8790274,6.703912,76.00715,71.00715,5.2255635,4.4520426,6.0924683,6.0924683,3.302489,2.2016594,2.2016594,7.7058077,3.7983406,3.2016594,223.0889,2.2016594,5.109191,7313.8896,2,4.109954,2.1858523,1,5.015807,1,0,1,2.906616,64.03319,6.2787786,5.278321,3.1858523,3.1858523,7.623856,0.5116443,Low
0.30194983,57.68897,77.075325,30.495794,29.594952,40.46274,4,6.705295,1.0,23.074417,18.074417,7.3692074,5.8280916,6.4716883,6.4716883,3.99965,2.6664333,2.6664333,9.332517,3.3335667,3.6664333,179.993,2.6664333,5.194745,17099.06,1,3.804979,0.0330529,0,7.6333804,0,1,1,5.4386353,73.32867,3.0495794,3.504741,1.0330529,0.0330529,4.399982,0.5399633,Low
6.46433,86.99336,68.03027,78.97491,87.76989,85.709915,1,5.774143,6.0535655,70.89356,65.89356,5.1722326,5.8720894,5.868685,5.868685,3.9239566,2.615971,2.615971,9.155899,3.384029,3.615971,229.01479,2.615971,5.7472863,31407.58,1,3.0506663,3.264994,2,4.3509774,1,1,1,1.603691,72.31942,7.897491,6.133679,4.2649937,4.2649937,8.342237,0.8620769,Low
6.743822,92.147575,90.57079,75.43597,83.52316,82.406906,0,6.953756,3.5533826,54.79632,49.79632,7.2115088,6.70931,7.371386,7.371386,1.3509536,0.9006357,0.9006357,3.152225,5.0993643,1.9006357,152.5529,0.9006357,2.5292497,43308.55,3,5.6798697,3.0290647,3,2.871571,1,0,0,3.3423216,38.012714,7.5435967,7.4004507,4.0290647,4.0290647,4.6398854,1.2956955,Low
7.791668,95.04901,76.54405,86.8015,97.1618,93.01473,0,6.1235127,5.943666,70.8554,65.8554,5.7410903,6.3964067,6.43627,6.43627,2.8781385,1.918759,1.918759,6.7156563,4.081241,2.9187589,206.99942,1.918759,4.482489,15617.057,4,6.592376,3.7867663,3,3.1319926,1,0,0,1.6495037,58.37518,8.680149,7.2230363,4.7867665,4.7867665,4.7979836,1.0985445,Low
7.1286917,91.16592,73.13475,82.6815,92.217804,89.1694,1,5.948456,3.743318,53.95891,48.95891,6.0770197,7.2481728,6.2089834,6.2089834,4.4170985,2.9447322,2.9447322,10.306562,3.0552678,3.9447322,215.77515,2.9447322,5.735749,52000.45,3,5.8091607,3.5121,2,4.432632,1,1,0,1.6968834,78.894646,8.26815,6.7210836,4.5121,4.5121,4.4547668,0.93569326,Low
0.0,51.663006,52.335556,33.826733,33.592075,43.571617,5,6.8764925,1.2333189,37.222,32.222,5.248304,5.106982,4.8223705,4.8223705,2.637203,1.7581353,1.7581353,6.153474,4.2418647,2.7581353,155.07726,1.7581353,5.935765,16867.797,2,4.394066,0.2551154,0,6.50302,0,0,1,3.5672553,55.16271,3.382673,2.0774858,1.2551154,0.2551154,4.7540674,0.34941468,Low
8.791286,100.0,77.530205,94.0521,100.0,99.78196,0,6.617255,4.8159165,63.5082,58.5082,6.0517406,7.369593,6.5020137,6.5020137,1.8377419,1.2251612,1.2251612,4.2880645,4.774839,2.2251613,174.914,1.2251612,3.7231474,20194.336,4,6.1862626,4.2701397,3,1.9550214,1,0,0,1.2318739,44.503223,9.40521,7.7721534,5.2701397,5.2701397,4.714284,1.2404292,Low
1.1853921,61.88873,75.770615,37.44779,37.937344,46.951267,4,6.430339,2.4884353,45.631527,40.631527,6.5303235,4.7877507,6.384708,6.384708,3.471092,2.3140614,2.3140614,8.099215,3.6859386,3.3140614,184.3062,2.3140614,4.9293537,38338.61,2,4.8970513,0.49651915,0,6.817542,0,0,1,4.888189,66.28123,3.7447786,3.881227,1.4965191,0.49651915,4.811717,0.36861163,Low
5.8745284,86.045044,80.03442,71.55036,78.86043,78.780334,1,6.5579176,4.9048533,64.04171,59.041714,6.200904,5.8339095,6.668961,6.668961,1.9837447,1.3224964,1.3224964,4.6287374,4.6775036,2.3224964,178.72342,1.3224964,3.6535356,8945.469,3,5.5739727,2.7700238,2,3.5524726,1,0,0,2.898937,46.44993,7.155036,6.438985,3.7700238,3.7700238,5.3621416,0.9995811,Low
1.5818664,63.741024,74.99015,40.61646,41.73975,49.908695,3,6.441017,5.414267,67.5993,62.599293,5.7460337,3.5344777,6.332677,6.332677,2.1209915,1.4139943,1.4139943,4.94898,4.5860057,2.4139943,186.5625,1.4139943,4.0813174,29550.879,3,5.9968657,0.70776397,0,5.70623,0,0,0,4.6249127,48.279884,4.061646,4.0404406,1.707764,0.70776397,5.17642,0.37815335,Low
9.972616,100.0,90.67557,99.62573,100.0,100.0,0,6.133183,4.935995,63.319626,58.319626,6.9343834,7.7537403,7.378371,7.378371,3.301273,2.2008486,2.2008486,7.7029705,3.7991514,3.2008486,205.3854,2.2008486,3.8224776,23229.367,3,5.714958,4.6417155,5,2.5591333,1,0,0,1.7366556,64.016975,9.962573,9.020086,5.6417155,5.6417155,5.1730165,1.2696141,Low
9.032125,100.0,100.0,86.36992,96.6439,92.61192,0,7.096555,4.519967,62.367,57.367,8.620039,6.9335275,9.032272,9.032272,0.46831444,0.3122096,0.3122096,1.0927336,5.6877904,1.3122096,144.56596,0.3122096,1.0,9431.152,3,5.873674,3.7579944,5,1.5542152,1,0,0,4.274278,26.244192,8.6369915,9.790267,4.757994,4.757994,4.950793,1.560389,Low
3.381023,73.2462,78.04651,53.346046,57.015255,61.789642,2,6.7579193,1.0,28.337046,23.337046,7.258532,7.0006,6.5364337,6.5364337,3.526019,2.3506794,2.3506794,8.227378,3.6493206,3.3506794,170.52039,2.3506794,4.8142457,41711.953,4,6.172023,1.556403,1,5.794276,0,0,0,3.9800308,67.01359,5.3346047,5.092837,2.556403,1.556403,2.3837802,0.83080953,Low
5.9454665,87.85487,88.76525,69.89969,76.87962,77.23971,1,6.2027307,5.3101587,66.28233,61.282333,6.708272,5.57449,7.2510166,7.2510166,2.914868,1.9432454,1.9432454,6.8013587,4.0567546,2.9432454,201.39894,1.9432454,3.6922288,19840.83,3,5.0064898,2.659979,2,4.2832665,1,0,0,3.5910375,58.864906,6.989969,6.9109955,3.659979,3.659979,6.078999,0.98850924,Low
4.796039,78.55171,67.4291,66.61302,72.93562,74.17215,2,6.8641996,6.7617345,78.657455,73.657455,4.8733582,4.5303707,5.8286066,5.8286066,0.18795365,0.12530243,0.12530243,0.43855852,5.8746977,1.1253024,161.37642,0.12530243,3.2966957,13858.79,2,4.07005,2.440868,1,2.6844347,1,0,1,2.387739,22.506048,6.6613016,5.2694745,3.440868,3.440868,7.840447,0.69563264,Low
4.5542545,81.229065,90.74673,58.970226,63.764275,67.03888,1,6.6418343,2.6950262,47.656822,42.656822,7.461221,6.08756,7.3831153,7.3831153,2.7150881,1.8100588,1.8100588,6.3352056,4.1899414,2.8100588,171.25203,1.8100588,3.4269435,23054.684,3,5.6838827,1.9313486,2,4.8787103,0,0,0,4.4517665,56.201176,5.8970227,6.3144636,2.9313486,1.9313486,4.1599054,0.7998266,Low
4.9157157,78.63733,64.35248,68.27975,74.9357,75.72777,2,6.240138,1.3306801,36.520412,31.52041,6.0728183,7.4506226,5.6234984,5.6234984,4.5883617,3.0589077,3.0589077,10.706178,2.9410923,4.058908,195.07404,3.0589077,6.435409,10042.804,2,4.2042937,2.5519834,1,5.5069246,1,1,1,2.0715153,81.178154,6.827975,5.175482,3.5519834,3.5519834,4.8970666,0.96698576,Low
5.259188,83.64755,84.10965,65.9165,72.0998,73.522064,1,7.5330896,1.0,27.165459,22.165459,7.7017946,7.916736,6.9406433,6.9406433,1.2708039,0.8472026,0.8472026,2.9652092,5.152797,1.8472027,125.41608,0.8472026,2.9065595,8870.738,2,4.7505884,2.3944333,2,3.4527693,1,0,1,3.5462098,36.944054,6.59165,6.3350763,3.3944333,3.3944333,3.7271087,1.3815867,Low
3.505293,72.25102,68.34734,56.70286,61.043434,64.92267,3,6.1273956,1.6776545,38.86905,33.86905,6.2608542,6.522254,5.889823,5.889823,4.7856708,3.190447,3.190447,11.166565,2.809553,4.190447,202.48996,3.190447,6.3006244,56253.34,4,6.8430386,1.7801907,0,6.4102564,0,1,0,3.109632,83.80894,5.670286,4.6700134,2.7801907,1.7801907,2.414898,1.0190797,Low
4.8074946,77.464195,60.560345,68.41612,75.09935,75.85505,3,6.4167275,1.0,15.13215,10.13215,6.5329514,8.885598,5.3706894,5.3706894,5.3418884,3.561259,3.561259,12.464406,2.438741,4.561259,206.83777,3.561259,7.1905694,16244.252,2,4.3983636,2.5610747,0,6.000184,1,1,1,1.8096148,91.22518,6.8416123,4.9317646,3.5610747,3.5610747,3.2771132,1.1049736,Low
1.8676567,62.648983,59.86421,46.541374,48.849648,55.438614,4,7.290301,1.0,19.38269,14.382691,6.3448577,7.1439123,5.3242807,5.3242807,2.4661365,1.644091,1.644091,5.754318,4.355909,2.644091,149.32272,1.644091,5.3198104,14677.389,3,5.340983,1.1027582,0,5.5413327,0,0,0,3.2215223,52.88182,4.654137,3.4270387,2.1027582,1.1027582,2.6178634,0.70691204,Low
9.711168,100.0,86.618034,98.67925,100.0,100.0,0,6.691871,4.867226,64.060905,59.060905,6.639172,7.6412234,7.107869,7.107869,1.5807317,1.0538212,1.0538212,3.688374,4.946179,2.053821,170.2869,1.0538212,2.945952,23264.148,2,4.902872,4.578617,4,1.4752042,1,0,1,1.5292522,41.076424,9.867926,8.686486,5.578617,5.578617,6.034521,1.1302098,Low
2.570042,65.162346,53.8728,53.307114,56.968536,61.753307,4,6.4160075,1.0,32.783493,27.783493,5.498737,6.701575,4.9248533,4.9248533,4.2849674,2.856645,2.856645,9.998258,3.143355,3.856645,185.69936,2.856645,6.931792,11271.363,3,5.4910984,1.5538076,0,6.3028374,0,1,0,2.3710458,77.132904,5.3307114,3.478661,2.5538075,1.5538076,3.3611345,0.84397227,Low
4.989995,83.40168,90.71025,62.2474,67.69688,70.09757,1,6.523673,2.858888,48.619923,43.619923,7.426686,6.241832,7.3806834,7.3806834,3.011786,2.0078573,2.0078573,7.0275006,3.9921427,3.0078573,178.8246,2.0078573,3.6271741,48003.36,2,4.101726,2.1498268,2,4.858031,1,0,1,4.2308564,60.157146,6.22474,6.53051,3.1498268,3.1498268,5.8062687,1.0329518,Low
7.726442,97.79517,94.97779,81.703865,91.04464,88.25694,0,6.6463847,2.761774,48.16767,43.16767,7.7262635,7.56908,7.665186,7.665186,2.6707852,1.7805234,1.7805234,6.231832,4.2194767,2.7805235,171.03345,1.7805234,3.1153376,10425.639,2,4.9730144,3.4469244,4,3.333599,1,0,1,3.2182615,55.61047,8.170386,8.11211,4.4469247,4.4469247,4.90483,1.4276688,Low
3.7964687,73.82925,69.08142,58.70316,63.44379,66.78961,3,6.547052,6.1626353,73.45063,68.45063,5.157074,4.350168,5.9387617,5.9387617,1.4518062,0.9678708,0.9678708,3.3875477,5.0321293,1.9678707,180.66248,0.9678708,4.029109,21389.234,2,4.959079,1.9135439,0,4.054327,0,0,1,3.0252178,39.357414,5.870316,4.8523054,2.913544,1.9135439,6.6042967,0.541374,Low
0.0,51.307404,52.743515,33.089344,32.707214,42.88339,5,6.8945565,1.0,35.365376,30.365374,5.3373885,5.181598,4.849568,4.849568,2.6944084,1.7962722,1.7962722,6.2869525,4.2037277,2.7962723,153.88817,1.7962722,5.9467044,19573.787,2,4.9263225,0.20595638,0,6.590316,0,0,1,3.6436114,55.925446,3.3089347,2.055524,1.2059563,0.20595638,4.098036,0.4199367,Low
3.3267736,71.41188,68.66807,55.283787,59.34054,63.5982,3,6.331278,6.642923,76.5673,71.5673,5.0256276,3.9144325,5.9112043,5.9112043,1.9121281,1.274752,1.274752,4.4616323,4.725248,2.2747521,194.6718,1.274752,4.363548,25824.805,3,5.94896,1.6855857,0,4.589166,0,0,0,3.2256186,45.49504,5.5283785,4.59679,2.6855857,1.6855857,5.822193,0.50093895,Low
4.455021,74.75801,54.89743,67.1883,73.62596,74.709076,3,6.6674304,4.021197,57.660694,52.660694,4.7378054,5.968507,4.993162,4.993162,2.0380669,1.3587112,1.3587112,4.7554893,4.6412888,2.3587112,170.9733,1.3587112,5.365549,17136.742,3,5.114557,2.47922,0,3.8794913,1,0,0,1.513942,47.174225,6.7188296,4.472382,3.47922,3.47922,5.3961563,0.73889416,Low
5.8950057,83.8351,66.160446,75.17243,83.20692,82.160934,2,6.622366,3.577166,54.22907,49.22907,5.6030607,6.7295575,5.7440295,5.7440295,2.3791575,1.586105,1.586105,5.5513678,4.413895,2.586105,173.35481,1.586105,4.8420753,13031.768,3,5.5165043,3.0114954,1,3.5746098,1,0,0,1.7325342,51.7221,7.517243,5.755525,4.0114956,4.0114956,4.7654333,0.9075182,Low
4.2663493,78.27118,81.63661,59.088467,63.90616,67.14923,2,6.4501004,1.9383787,41.550568,36.550568,7.057422,6.5025268,6.7757745,6.7757745,3.6566646,2.4377763,2.4377763,8.532217,3.5622237,3.4377763,182.51707,2.4377763,4.662002,39918.07,3,5.1858144,1.939231,1,5.4985456,0,0,0,3.8365433,68.75553,5.9088464,5.7150054,2.939231,1.939231,4.2508903,0.84856015,Low
0.0,50.34903,45.98205,35.032516,35.03902,44.697014,6,6.2232437,3.8526022,55.396812,50.396812,4.2189097,3.9757135,4.398803,4.398803,3.5064607,2.3376405,2.3376405,8.181742,3.6623595,3.3376405,198.65524,2.3376405,6.938837,24169.469,3,5.152912,0.3355011,0,7.0021396,0,0,0,3.0633023,66.75281,3.5032516,1.7343045,1.3355011,0.3355011,5.206876,0.3079552,Low
0.0,51.455154,53.705402,32.830032,32.396038,42.64136,5,5.8910403,1.603504,37.78112,32.78112,5.3209896,5.0032606,4.9136934,4.9136934,5.5600123,3.706675,3.706675,12.973363,2.293325,4.706675,217.23529,3.706675,7.7929816,20172.768,3,5.7915673,0.1886687,0,8.518006,0,1,0,3.725025,94.1335,3.283003,2.1023624,1.1886687,0.1886687,3.3938408,0.22626764,Low
3.9405935,76.61494,81.471794,56.686504,61.023804,64.9074,2,7.211357,1.2249749,37.912865,32.912865,7.1676908,6.584909,6.7647862,6.7647862,1.591156,1.0607706,1.0607706,3.7126973,4.9392295,2.0607708,134.07288,1.0607706,3.2959845,29637.758,3,5.181896,1.7791003,1,4.2816706,0,0,0,3.9856858,41.215412,5.6686506,5.543886,2.7791002,1.7791003,4.0122952,1.2032425,Low
3.4703789,72.98169,73.778786,55.083145,59.099773,63.410934,3,7.221274,3.2183373,52.885395,47.885395,6.155739,5.47985,6.251919,6.251919,0.6630545,0.44203633,0.44203633,1.5471272,5.557964,1.4420364,135.44446,0.44203633,3.1901174,28869.969,3,5.0258346,1.6722097,0,3.7698267,0,0,0,3.5797093,28.840727,5.5083146,4.9241285,2.6722097,1.6722097,5.1665254,0.91274434,Low
3.0734415,68.893845,61.15984,55.26085,59.31302,63.576794,3,6.2196426,8.094684,87.20432,82.20432,4.170512,3.2037687,5.410656,5.410656,1.6088128,1.0725418,1.0725418,3.7538965,4.9274583,2.072542,203.1231,1.0725418,4.6618857,8645.918,1,3.357304,1.6840566,0,4.388485,0,0,1,2.7265995,41.450836,5.526085,4.0947127,2.6840568,1.6840566,9.122984,0.40327257,Low
4.8829427,81.742935,83.96933,63.129738,68.755684,70.92109,1,6.8055906,2.4991026,46.555847,41.555847,7.0460935,6.438259,6.9312882,6.9312882,2.289877,1.5265846,1.5265846,5.343046,4.4734154,2.5265846,160.78856,1.5265846,3.5952961,58493.723,4,6.2486277,2.2086492,2,4.3179355,1,0,0,3.7226393,50.531693,6.312974,6.1399374,3.2086492,3.2086492,3.5217621,0.8844222,Low
5.699835,84.264084,74.589485,71.60139,78.92167,78.827965,1,6.8778324,2.2621484,44.941235,39.941235,6.4745913,7.110677,6.305966,6.305966,2.170029,1.446686,1.446686,5.0634007,4.553314,2.446686,156.02206,1.446686,4.1407204,11208.327,3,5.0006557,2.7734258,2,3.6732602,1,0,0,2.5325398,48.93372,7.1601386,6.0793915,3.7734258,3.7734258,4.662093,1.2506701,Low
2.4510388,66.65089,66.374146,49.289257,52.147106,58.003307,3,6.685129,1.3719709,37.83132,32.83132,6.163899,6.0971956,5.758276,5.758276,3.1747332,2.1164887,2.1164887,7.407711,3.8835113,3.1164887,167.21437,2.1164887,5.3582125,64369.08,4,6.130946,1.2859504,0,5.8305383,0,0,0,3.4723258,62.329777,4.9289255,4.0442266,2.2859504,1.2859504,3.0578089,0.652201,Low
1.0635685,59.87506,67.3433,38.640938,39.369125,48.064877,4,6.4242454,1.8185793,40.5939,35.5939,6.1364236,5.203136,5.8228865,5.8228865,3.7916303,2.5277536,2.5277536,8.847137,3.4722464,3.5277536,184.0184,2.5277536,5.704867,16324.968,3,5.329487,0.5760626,0,6.9516907,0,1,0,4.2468243,70.55507,3.864094,3.3989491,1.5760626,0.5760626,4.0434394,0.6289239,Low
0.0,48.9826,48.84852,31.549643,30.85957,41.44633,6,6.382385,1.0,22.881985,17.881985,5.493835,5.911177,4.589901,4.589901,4.979926,3.3199506,3.3199506,11.619827,2.6800494,4.3199506,199.59851,3.3199506,7.7300496,40802.105,2,4.0941205,0.10330947,0,8.216641,0,1,1,3.4865918,86.39901,3.1549642,1.6932106,1.1033095,0.10330947,4.098012,0.5031315,Low
0.0,49.601944,54.005627,29.9001,28.880121,39.90676,6,5.7955093,1.0,14.926965,9.926965,6.1028094,6.3315425,4.933708,4.933708,7.2178545,4.811903,4.811903,16.841661,1.188097,5.811903,244.35709,4.811903,8.878195,9883.616,2,4.2982516,0.0,0,9.818563,0,1,1,3.9403684,116.23806,2.99001,1.9270484,0.99334,0.0,3.363546,0.35155484,Low
